A000001,A000002,A000005,A000009
"Number of groups of order n.
                    <br><font size=-1>(Formerly M0098 N0035)</font>
                    
","Kolakoski sequence: a(n) is length of n-th run; a(1) = 1; sequence consists just of 1's and 2's.
                    <br><font size=-1>(Formerly M0190 N0070)</font>
                    
","d(n) (also called tau(n) or sigma_0(n)), the number of divisors of n.
                    <br><font size=-1>(Formerly M0246 N0086)</font>
                    
","Expansion of Product_{m &gt;= 1} (1 + x^m); number of partitions of n into distinct parts; number of partitions of n into odd parts.
                    <br><font size=-1>(Formerly M0281 N0100)</font>
                    
"
